chrom	start	end	cluster	Nsnps	label
1	24216827	24219961	3	74	3515
1	24217755	24223705	2	83	520
1	24225318	24230262	9	85	2663
1	24230288	24231680	3	90	2607
1	24230942	24234074	2	83	4219
1	24231699	24235322	4	94	4033
1	24235333	24238972	5	82	2387
1	24240938	24244654	3	70	4759
1	24247959	24251038	3	72	2231
1	24249367	24251975	3	85	2598
1	24251976	24256483	5	95	3003
1	24254758	24258067	7	82	4110
1	24256521	24259310	3	75	5082
1	24258094	24260223	3	63	2255
1	24259319	24262241	3	63	3174
1	24260241	24262765	4	62	3356
1	24262777	24264643	4	53	5458
1	24264647	24267069	3	89	4289
1	24265694	24267961	4	81	3612
1	24267081	24268438	3	83	2565
1	24268442	24270673	4	86	5223
1	24269447	24273392	3	85	3210
1	24273414	24276770	5	69	1336
1	24275654	24277967	4	63	2301
1	24276783	24280133	6	56	1468
1	24280140	24284071	3	92	4783
1	24284092	24287305	5	98	5198
1	24285739	24289220	5	85	2977
1	24300688	24303882	5	95	3164
1	24302282	24304746	6	78	139
1	24860465	24862079	2	94	4681
1	24873776	24876186	5	94	276
1	24878511	24885842	4	90	530
1	24920130	24923057	4	40	2274
1	24921417	24924891	4	67	3266
1	24924925	24927803	4	76	481
1	24925560	24928922	4	81	1582
1	24933494	24935371	4	86	1790
1	24934414	24937299	5	95	1708
1	24935396	24940123	6	87	611
1	24937371	24942840	5	75	1312
1	24943920	24948387	5	66	1121
1	24950280	24955106	4	73	6025
1	24952564	24957360	4	86	1784
1	24955141	24958162	4	100	2317
1	24957377	24960743	6	77	3536
1	24968122	24971106	4	96	4013
1	24970054	24972187	5	91	991
1	24977432	24979091	4	98	5395
1	24977984	24979668	3	71	1533
1	24979096	24981576	3	69	607
1	24979678	24983251	3	79	3335
1	24981577	24984295	6	84	4101
1	24983300	24985722	5	87	1385
1	24999514	25002032	4	32	3843
1	25118817	25121720	4	39	3628
1	25120425	25125197	4	53	4339
1	25121723	25130989	4	77	4901
1	25125227	25134773	5	68	2086
1	25132176	25137105	4	48	5130
1	25134850	25138404	4	33	4189
1	25137111	25139700	4	60	5741
1	25139739	25144805	4	50	2441
1	25161874	25169959	4	68	3410
1	25164460	25177014	3	52	5684
1	25170021	25180437	4	56	2419
1	25177035	25181901	3	67	631
1	25180438	25185261	3	72	2284
1	25181931	25187417	4	70	3881
1	25190268	25204320	4	61	369
1	25203373	25205657	5	48	1125
1	25204455	25206628	5	36	4919
1	25205696	25208078	4	54	3880
1	25209605	25212218	3	57	5293
1	25212264	25220109	5	57	267
1	25217216	25221710	5	63	5659
1	25223290	25226836	4	78	1975
1	25251901	25253729	4	85	3968
1	25253739	25259349	3	72	683
1	25263713	25270489	6	86	311
1	25277131	25281241	6	83	2218
1	25278405	25282830	5	91	5917
1	25306651	25308185	3	62	1826
1	25307384	25309360	11	37	5165
1	25338286	25343592	5	28	3409
1	25345083	25349247	3	24	686
1	25365394	25369695	5	42	5235
1	25367417	25377598	4	46	4112
1	25369731	25378713	3	41	1198
1	26277880	26281798	1	38	2303
1	26728987	26732019	2	78	4841
1	26730095	26734346	2	69	2157
1	26732023	26735949	2	52	3175
1	26735956	26740115	2	85	5078
1	26738564	26742262	2	94	4216
1	26740116	26743700	2	77	3643
1	26744217	26745444	2	40	2025
1	26745027	26745929	2	25	2665
1	26745480	26746540	2	36	5674
1	26746022	26747111	4	34	236
1	26746599	26747692	2	29	784
1	26747172	26748291	2	31	4676
1	26747781	26748832	2	35	4507
1	26748348	26755845	2	56	4979
1	26748872	26756517	2	68	2494
1	26755856	26758244	2	58	2897
1	26756540	26759917	2	63	4369
1	26758263	26760577	2	80	3606
1	26759925	26761925	2	93	2415
1	26760581	26770997	2	86	4196
1	26761939	26774028	3	74	5600
1	26771012	26777209	3	60	4627
1	26781327	26788080	2	51	4684
1	26784912	26789936	2	59	5446
1	26788176	26791555	2	53	3249
1	26791563	26796496	2	37	919
1	26799248	26806407	2	61	2737
1	26807885	26809790	2	66	3722
1	26808771	26811065	6	66	469
1	26809791	26813732	6	61	5123
1	26811084	26816312	2	46	1141
1	26813738	26817949	2	58	3180
1	26816343	26821702	2	70	4868
1	26817951	26823629	2	62	5563
1	26829087	26832342	2	74	3678
1	27206029	27212447	3	72	1865
1	27210603	27214572	4	89	5445
1	27212582	27215744	2	90	341
1	27242197	27246921	9	57	3570
1	27593605	27598057	5	37	2781
1	27611750	27614938	4	43	1007
1	27638120	27647190	5	70	360
1	28399656	28403098	5	91	4634
1	28406248	28411804	3	74	4224
1	28413867	28416069	3	73	5428
1	28414928	28417955	3	58	5358
1	28416072	28422691	2	50	3784
1	28418008	28424972	4	64	1508
1	28428059	28429808	4	77	3151
1	28429124	28431285	4	96	1818
1	28446357	28450689	4	49	6080
1	28448397	28452446	4	24	3106
1	28450707	28453601	2	21	4732
1	28454432	28461200	5	51	5284
1	28457118	28462692	4	76	1870
1	28461216	28463969	5	87	3240
1	28471391	28480247	4	53	412
1	28483426	28485687	10	28	3866
1	28485998	28488789	2	42	4263
1	28541331	28544242	5	82	3748
1	28550184	28553598	0	31	5309
1	28553660	28557822	5	64	5510
1	28557842	28560813	3	51	1473
1	28559318	28562189	4	60	1636
1	28564613	28565727	4	78	4823
1	28565337	28566449	3	70	4391
1	28567424	28570358	4	74	1074
1	28568694	28571135	5	75	3009
1	28570369	28572725	4	75	129
1	28571147	28573887	5	70	5125
1	28572727	28574764	4	42	2398
1	28574773	28576766	4	68	1332
1	28585766	28590500	3	61	1847
1	28588070	28593230	3	69	5960
1	28590517	28595314	4	63	3665
1	28593262	28596563	5	70	2396
1	28612498	28616923	4	62	5367
1	28619797	28626068	5	63	537
1	28622257	28628278	4	73	2935
1	28628282	28630400	3	75	3622
1	28633655	28636088	4	72	1681
1	28635536	28637332	4	78	5922
1	28636090	28639667	4	94	5764
1	28643787	28650165	5	70	4029
1	28649310	28650942	4	73	831
1	28650174	28652489	5	72	3890
1	28650948	28654501	5	54	96
1	28656759	28659077	4	79	1036
1	28660820	28662440	6	106	1805
1	28661338	28665641	5	77	3330
1	28745815	28750086	4	55	1541
1	28756175	28759994	4	53	3862
1	28758050	28761622	4	43	5827
1	28777098	28779754	2	31	4990
1	28778535	28782726	4	39	437
1	28802865	28810826	6	94	1290
1	28817980	28823274	3	86	1219
1	28831613	28833590	3	16	2964
1	28855285	28866956	8	79	4056
1	28936068	28941306	6	69	1188
1	29065921	29070326	2	65	1858
1	29205555	29209325	3	39	870
1	29207636	29212409	9	39	4338
1	29207636	29212409	7	39	4259
1	29385017	29394895	3	73	1741
1	29393246	29396983	3	76	483
1	29394921	29399580	3	71	2831
1	29396990	29401246	4	85	5392
1	29399705	29403108	5	87	2073
1	29401278	29404860	3	78	2148
1	29403133	29408492	5	71	2278
1	29404911	29412551	3	53	5545
1	29408811	29413340	3	21	137
1	29412560	29423776	4	24	5053
1	29413342	29425966	4	50	2973
1	29423780	29428399	4	52	4946
1	29425982	29429342	4	74	5543
1	29429343	29433085	4	57	3723
1	29433091	29437063	4	45	2683
1	29440184	29444551	4	83	4562
1	29441422	29446547	4	67	2597
1	29444576	29448740	4	62	662
1	29466520	29470567	3	75	1807
1	29468438	29475592	3	64	1010
1	29513997	29517501	3	52	5127
1	29516503	29518607	3	58	4897
1	29518609	29524954	1	40	5132
1	29522091	29525678	3	37	2287
1	29526635	29529360	2	43	1922
1	29527455	29530725	3	51	4226
1	29592669	29599162	3	95	872
1	29621398	29626149	6	37	5498
1	29654537	29657222	2	34	2651
1	29654537	29657222	5	34	5530
1	29655973	29659075	3	51	4878
1	29762860	29765352	3	63	2308
1	30070531	30077479	2	61	5423
1	30074919	30080773	2	73	144
1	30077483	30083356	2	79	3128
1	30080793	30087571	2	86	2125
1	30083426	30090375	3	74	467
1	30087579	30092235	3	77	1791
1	30090385	30094330	4	73	526
1	30092280	30095117	3	65	1044
1	30094333	30096486	3	59	2594
1	30095120	30099384	3	50	3457
1	30096494	30100256	3	61	1531
1	30099385	30101569	2	73	1224
1	30100496	30104430	2	57	3791
1	30101625	30106869	2	38	1457
1	30104448	30109162	1	57	2005
1	30106916	30111803	1	68	2410
1	30109176	30115467	2	62	3727
1	30111810	30117901	2	56	71
1	30115478	30119989	2	64	3730
1	30117928	30120789	3	83	1090
1	30120017	30132772	3	69	4028
1	30120802	30134552	2	41	3238
1	30132805	30137122	2	51	3932
1	30138020	30145385	2	44	1967
1	30145387	30148195	3	50	2877
1	30146762	30155770	2	63	2047
1	30149040	30157161	2	53	4984
1	30155778	30158420	2	80	1204
1	30157211	30159664	2	87	2898
1	30158435	30164134	2	84	5791
1	30159679	30167067	1	87	5100
1	30164298	30168315	2	60	3994
1	30167076	30169936	3	56	4082
1	30168321	30171172	2	65	5603
1	30170008	30173499	4	73	3525
1	30171174	30178613	3	66	4976
1	30173517	30181028	3	48	146
1	30178629	30182707	3	41	3156
1	30181029	30184992	2	43	5289
1	30182716	30188318	2	62	1278
1	30185021	30190155	3	43	3827
1	30191381	30192904	2	6	4151
1	30192106	30195161	5	19	995
1	30192952	30198799	3	52	3551
1	30195166	30201624	3	76	2865
1	30198931	30203306	3	78	850
1	30201641	30204550	3	72	6050
1	30203644	30207054	2	62	2932
1	30204619	30210746	5	61	5164
1	30231742	30234995	2	79	2329
1	30233906	30235862	2	70	881
1	30235031	30237753	2	63	470
1	30235956	30238795	2	64	3816
1	30237925	30239248	3	34	3281
1	30238943	30239835	1	8	3831
1	30239446	30240841	2	30	374
1	30239882	30244303	2	67	111
1	30240891	30246171	2	80	5183
1	30248355	30253700	6	45	105
1	30309396	30313972	3	66	4819
1	30311873	30314894	3	32	2265
1	30457746	30459439	2	80	3270
1	31212035	31213404	6	49	904
1	31212777	31216704	7	63	1648
1	31744440	31748993	5	73	3746
1	31756991	31761701	2	70	396
1	31768060	31774533	5	43	3764
1	31771314	31775817	5	25	994
1	31777867	31780481	3	93	5407
1	31778958	31782038	3	68	4737
1	31780636	31785921	3	48	2285
1	31785939	31792529	3	84	5256
1	31787338	31795013	4	84	947
1	31792542	31795995	3	61	3488
1	31795025	31797927	3	54	5209
1	31799747	31802251	3	101	1284
1	31800679	31804341	3	98	5666
1	31804347	31805767	2	94	3331
1	31804839	31807378	0	89	6084
1	31805778	31809912	3	64	3143
1	31807439	31811202	3	39	4032
1	31809927	31813217	2	47	1493
1	31811226	31815353	4	71	2843
1	31813306	31816852	3	54	5936
1	31815363	31819562	3	54	3657
1	31816854	31820904	3	80	2764
1	31819564	31822160	3	89	4420
1	31820905	31823100	3	92	5835
1	31822165	31825392	3	91	5351
1	31823107	31828558	2	79	902
1	31825404	31830460	1	58	1427
1	31828581	31831810	3	45	1690
1	31833653	31839583	3	49	5031
1	31837258	31841963	3	57	5215
1	31839677	31843346	3	76	4201
1	32437065	32439950	4	22	3733
1	32522496	32527368	5	73	2841
1	32629125	32635895	3	32	4577
1	34481354	34483176	5	14	3118
1	34527134	34532551	5	84	3885
1	34532592	34537260	4	95	861
1	35144493	35150297	4	61	5197
1	35502846	35505723	4	27	821
1	35827201	35833533	4	40	1440
1	35829689	35834777	6	36	103
1	35870643	35872884	2	20	4636
1	37159372	37172730	4	59	5188
1	37183254	37188086	3	34	4763
1	37184618	37192825	3	57	5348
1	37195989	37201672	3	11	356
1	37196547	37203623	10	26	956
1	37248179	37256421	4	58	2460
1	37249732	37271037	4	55	5419
1	37316638	37321025	5	22	1444
1	37370667	37380064	6	48	4822
1	37376598	37382289	8	51	4046
1	37779538	37782335	3	15	4355
1	37816779	37820603	4	72	5865
1	37960547	37963874	2	51	2057
1	37987138	37992300	4	47	4077
1	37989063	37993865	4	79	970
1	37992307	37996363	3	66	2553
1	38025796	38028917	5	24	3199
1	38131225	38135050	3	25	5815
1	38134019	38137545	3	34	3626
1	38151076	38155524	4	24	448
1	38700895	38704048	5	28	5845
1	39351012	39356405	7	67	5774
1	39352518	39360127	6	54	6054
1	39817009	39820043	4	29	4949
1	39818074	39820933	3	58	3386
1	40248539	40254356	6	57	2106
1	40252227	40258158	6	51	66
1	42010175	42015176	3	69	4133
1	42011634	42016919	2	59	2452
1	42022415	42026074	2	70	2472
1	42543326	42544280	3	19	1672
1	42855540	42858311	4	53	1358
1	42857153	42860240	4	57	3860
1	42858324	42863338	4	52	1242
1	42860287	42864501	4	46	4462
1	42863339	42866644	4	28	5646
1	42864513	42870050	4	49	1456
1	42866670	42871386	4	79	5149
1	42870069	42873795	4	79	3036
1	42873796	42879078	5	62	335
1	42879132	42883697	5	59	342
1	42886811	42911031	5	69	229
2	1646152	1649895	4	59	5605
2	1654473	1659799	1	51	2545
2	1658278	1661532	1	26	4551
2	1659805	1665196	3	41	3197
2	1661556	1667644	3	61	1735
2	1671013	1673729	1	39	2550
2	1671956	1675398	1	48	2689
2	1673731	1677898	1	55	4963
2	1675466	1679762	2	82	1321
2	1679763	1686952	2	45	62
2	1682629	1691697	2	52	4618
2	1691699	1697378	3	71	3264
2	2237334	2240767	6	38	5839
2	2568235	2570378	4	15	3163
2	3561528	3566852	2	84	408
2	3615890	3620396	3	40	2083
2	3617705	3621888	3	46	4730
2	3623318	3626965	2	36	192
2	3625873	3629435	2	25	678
2	3670795	3675056	3	110	2621
2	4770967	4776356	4	63	4474
2	4773703	4785732	4	50	4408
2	5221401	5223997	4	16	901
2	6633796	6638978	5	78	5012
2	6679674	6684614	5	62	4525
2	6695708	6701187	4	46	3815
2	6700014	6702903	3	60	5170
2	6701191	6703586	5	63	2455
2	6702906	6705370	3	65	5064
2	6724168	6728876	4	50	953
2	6726282	6730905	4	38	5066
2	6728907	6732769	4	34	5565
2	6745194	6751611	4	81	1920
2	6748131	6752444	5	75	2532
2	6751619	6759903	4	74	6030
2	7390476	7396972	5	57	3887
2	7584584	7588716	1	21	4921
2	7585499	7590293	1	29	4007
2	8999530	9004162	3	89	6000
2	11157410	11161827	6	33	2082
2	11181525	11186012	4	73	2974
2	11184898	11187584	2	48	1591
2	11188960	11192693	3	28	5005
2	11190782	11194202	3	42	107
2	11192708	11195340	5	56	4957
2	11194218	11195999	4	58	4047
2	11197374	11202438	4	33	2530
2	11200599	11204207	4	32	1619
2	11202481	11207080	4	34	4522
2	11204210	11208152	10	46	766
2	11207085	11208916	4	66	3804
2	11208154	11210553	4	67	987
2	11208920	11212165	4	47	2947
2	11210592	11215068	5	47	2097
2	11212197	11216932	4	57	3148
2	11215075	11219582	6	51	5422
2	11216941	11220343	5	53	5898
2	11216941	11220343	7	53	3561
2	11219585	11221737	7	66	5490
2	11220348	11222707	3	56	389
2	11221738	11224081	4	40	635
2	11227466	11229222	4	62	5208
2	11237693	11242918	4	53	963
2	11239245	11246321	3	52	4087
2	11243032	11247368	4	59	5150
2	11247374	11250001	2	40	1084
2	11248743	11252248	2	29	885
2	11250023	11253180	2	43	4876
2	11252281	11254437	4	61	3371
2	11253237	11255327	4	47	5647
2	11254515	11255887	2	20	4890
2	11257376	11258876	7	26	1093
2	11258029	11263076	2	33	3401
2	11258923	11265892	4	52	2965
2	11263172	11266768	5	62	3522
2	11265903	11267600	3	49	612
2	11266841	11268670	5	37	2359
2	11269844	11272380	5	31	5190
2	11271051	11274395	5	37	4853
2	11272590	11275760	2	34	4712
2	11274406	11276797	3	39	2903
2	11275805	11277565	4	51	5932
2	11276860	11278467	8	66	3934
2	11277627	11279280	3	63	4926
2	11278515	11279911	5	33	837
2	11279337	11280862	3	40	949
2	11279934	11281909	2	55	2625
2	11280891	11282585	3	46	3933
2	11280891	11282585	4	46	3931
2	11281961	11283501	5	41	1376
2	11282638	11284988	0	39	4257
2	11282638	11284988	8	39	5380
2	11283518	11285970	3	54	5088
2	11283518	11285970	4	54	5777
2	11284996	11287520	3	63	5676
2	11285984	11289429	3	55	273
2	11287548	11290742	3	53	1676
2	11289448	11291869	3	56	5468
2	11290756	11292498	3	57	2039
2	11291870	11294286	4	49	3922
2	11292568	11295608	3	37	5895
2	11294294	11298105	4	37	131
2	11295621	11300235	3	45	3479
2	11298150	11303579	4	52	1924
2	11306712	11313668	2	31	3383
2	11306712	11313668	3	31	5480
2	11306712	11313668	6	31	2716
2	11311723	11318375	4	36	212
2	11311723	11318375	6	36	2219
2	11317411	11321575	4	46	3104
2	11319190	11325831	4	71	1206
2	11321585	11334886	4	65	2761
2	11325841	11338368	3	67	2214
2	11325841	11338368	4	67	2645
2	11334893	11340087	3	83	4012
2	11338384	11342378	4	53	601
2	11554451	11555652	2	30	868
2	11597662	11602352	2	64	3068
2	11600407	11603148	2	49	3319
2	11602375	11604738	3	57	2462
2	11648764	11654345	2	74	4815
2	11661025	11668936	2	53	2721
2	11665025	11670050	3	35	4000
2	11702979	11710620	3	52	4934
2	11707540	11712845	2	59	5316
2	11721971	11725593	4	36	4277
2	11723564	11727309	3	36	2002
2	11743274	11748171	5	33	6046
2	11745769	11750983	3	43	4705
2	11878103	11885605	2	37	1215
2	11881604	11887052	2	34	1841
2	11889222	11895485	4	40	5360
2	11892954	11903674	4	35	4580
2	11904425	11907254	3	54	561
2	11906553	11933566	3	55	4468
2	11991233	11993555	2	29	3487
2	11992194	11995023	2	34	4797
2	12050195	12055552	6	54	1019
2	12089361	12092684	4	59	4004
2	12127412	12133341	3	71	5491
2	12129124	12134870	4	55	3402
2	12176988	12179352	1	56	473
2	12178177	12180528	6	47	2678
2	12376323	12378844	4	39	2757
2	12433893	12437651	1	66	1994
2	12531385	12534602	5	45	4780
2	12534078	12535575	4	48	795
2	12607679	12611203	5	32	878
2	12661738	12665912	6	67	1073
2	12751568	12756686	5	25	3365
2	12959543	12961075	5	54	2891
2	12960463	12962217	6	48	4307
