CHR	IN	PC1	PC2	PC3	PC4	PC5
1	2130004	0.76538	0.16262	0.01832	0.01533	0.00482
1	25690198	0.45815	0.16745	0.15155	0.08174	0.05311
1	7760569	0.41608	0.36984	0.13997	0.01076	0.00769
1	37421144	0.46384	0.36257	0.09699	0.01238	0.01125
1	20545628	0.55578	0.19787	0.0661	0.05443	0.04955
1	15499357	0.37129	0.17808	0.08956	0.06607	0.03212
1	42696799	0.79894	0.11381	0.02503	0.0137	0.00851
1	1409122	0.6105	0.18832	0.08583	0.05315	0.02016
1	16158003	0.67912	0.10235	0.0603	0.04965	0.02397
1	24051812	0.52755	0.12591	0.07925	0.07386	0.05966
1	31129701	0.72222	0.11725	0.07905	0.03148	0.01002
1	21135462	0.50716	0.33669	0.04425	0.02944	0.01565
1	37881608	0.59859	0.27456	0.06466	0.01431	0.00846
1	8159337	0.82342	0.06606	0.05089	0.00805	0.00737
1	40796266	0.62552	0.17643	0.05717	0.048	0.02028
1	30244971	0.39113	0.35185	0.09276	0.04152	0.0258
1	42618453	0.83783	0.07926	0.02296	0.0113	0.01109
1	21162685	0.64659	0.17535	0.06912	0.02949	0.02448
1	27202920	0.46623	0.33149	0.05072	0.04865	0.02014
1	4423794	0.34432	0.2561	0.19354	0.08466	0.06268
1	34144376	0.33798	0.25424	0.16003	0.12073	0.03982
1	38453268	0.67537	0.14473	0.07499	0.02846	0.01744
1	34635900	0.48911	0.23431	0.17934	0.06509	0.00824
1	10125437	0.45472	0.28313	0.1475	0.0682	0.00462
1	27820158	0.6293	0.18339	0.0697	0.05884	0.01402
1	41123861	0.47819	0.20434	0.12352	0.06893	0.04749
1	36523401	0.60506	0.20074	0.08025	0.0325	0.01454
1	14745731	0.2546	0.17462	0.13734	0.09387	0.08227
1	27689092	0.71416	0.12421	0.06709	0.05169	0.01026
1	19398790	0.33236	0.22648	0.20233	0.03456	0.03068
1	40047980	0.52585	0.20616	0.10336	0.04126	0.0325
1	2392203	0.76959	0.13469	0.02064	0.01556	0.0124
1	25821324	0.69544	0.1266	0.05733	0.03207	0.0212
1	393360	0.35976	0.18513	0.13414	0.08997	0.08051
1	29982866	0.86992	0.04979	0.01511	0.01306	0.0065
1	38480889	0.401	0.27136	0.13859	0.05994	0.02621
1	38174869	0.63553	0.14056	0.11834	0.02457	0.01598
1	20611222	0.40086	0.11268	0.0886	0.08465	0.06993
1	14680217	0.49164	0.21599	0.08649	0.05909	0.0275
1	24477850	0.51981	0.20759	0.1372	0.03339	0.02177
1	1966235	0.37296	0.25291	0.18402	0.1363	0.01685
1	7864476	0.63283	0.2872	0.02076	0.01023	0.00874
1	24871069	0.48898	0.18166	0.128	0.05609	0.03933
1	7405726	0.56642	0.26559	0.05705	0.03382	0.01765
1	31654048	0.40422	0.15501	0.10303	0.07471	0.05449
1	24379553	0.54123	0.22745	0.14336	0.04721	0.011
1	20250790	0.93128	0.01432	0.01152	0.00706	0.00469
1	33789297	0.53744	0.15586	0.06984	0.06223	0.03119
1	9437354	0.70602	0.16698	0.0402	0.02244	0.01918
1	38043820	0.82854	0.08293	0.0183	0.01759	0.01067
1	524461	0.62593	0.13189	0.1028	0.02908	0.02599
1	5963951	0.45026	0.22293	0.12084	0.08971	0.04612
1	10715316	0.8548	0.08463	0.03242	0.0053	0.00221
1	34520088	0.48106	0.25121	0.10817	0.08729	0.01447
1	158409	0.48627	0.22539	0.05398	0.03784	0.02546
1	29991216	0.62068	0.15697	0.13192	0.03216	0.02513
1	12058809	0.26697	0.18597	0.13553	0.08891	0.08266
1	24608954	0.37729	0.1993	0.13598	0.07091	0.05824
1	9830587	0.73385	0.13726	0.08023	0.00403	0.0036
1	33292476	0.36763	0.29794	0.13438	0.11039	0.0338
1	1999040	0.65198	0.13751	0.09115	0.06814	0.01443
1	1671361	0.44658	0.3174	0.14071	0.02553	0.01348
1	8454339	0.90805	0.02601	0.01456	0.0066	0.00515
1	21271926	0.82039	0.0527	0.02879	0.02722	0.0135
1	98504	0.36932	0.2777	0.1001	0.05197	0.02677
1	27197642	0.74071	0.11083	0.02325	0.01831	0.01645
1	23265490	0.3111	0.13244	0.10672	0.09107	0.0846
1	23331030	0.22985	0.15806	0.13555	0.10355	0.08068
1	8749271	0.83014	0.1157	0.01008	0.00598	0.00497
1	1769689	0.48001	0.20628	0.15052	0.07883	0.01841
1	28142287	0.47735	0.33619	0.06671	0.05327	0.01275
1	36405468	0.68284	0.16332	0.07575	0.0183	0.0113
1	24674525	0.64979	0.08383	0.05735	0.05565	0.04126
1	8093918	0.64405	0.11112	0.07772	0.03875	0.01987
1	19038432	0.23553	0.15008	0.13083	0.10845	0.09125
1	15958244	0.87796	0.04115	0.02367	0.01492	0.00636
1	37202641	0.55583	0.18083	0.09591	0.0233	0.01991
1	10322152	0.67165	0.15145	0.04884	0.04107	0.0201
1	11665641	0.37248	0.27595	0.08711	0.06645	0.05351
1	7962858	0.86919	0.04987	0.01913	0.01832	0.00614
1	30638119	0.62022	0.11898	0.07697	0.0536	0.03959
1	38207725	0.73403	0.15489	0.05634	0.00938	0.00822
1	36012273	0.76262	0.11114	0.03927	0.02759	0.02556
1	10289394	0.72407	0.19414	0.02425	0.01404	0.00825
1	19169523	0.38607	0.26476	0.14025	0.05178	0.02657
1	32309493	0.50582	0.38498	0.0321	0.02115	0.01384
1	29196535	0.5862	0.14813	0.1432	0.06627	0.00817
1	3342587	0.81372	0.09785	0.01689	0.01464	0.00991
1	37454078	0.41966	0.30336	0.08015	0.06473	0.03496
1	622847	0.45292	0.19575	0.10657	0.07515	0.04468
1	24838400	0.53902	0.22734	0.06424	0.03209	0.0306
1	5970190	0.30087	0.21623	0.17379	0.10147	0.0802
1	2949378	0.33975	0.23019	0.17432	0.09739	0.06146
1	33004511	0.40013	0.18854	0.10818	0.09189	0.05508
1	40567048	0.73335	0.12317	0.08443	0.01885	0.0162
1	33794775	0.37192	0.2219	0.13313	0.10425	0.04875
1	30594434	0.53705	0.12695	0.10722	0.10438	0.06902
1	15139086	0.30155	0.19792	0.10798	0.09848	0.08527
1	5275919	0.41563	0.29334	0.10028	0.04568	0.03174
1	41287952	0.60113	0.24626	0.04111	0.01955	0.0176
1	21359320	0.36955	0.25435	0.14258	0.13235	0.03009
1	25362706	0.53298	0.18959	0.09499	0.07677	0.02739
1	13959444	0.38561	0.15268	0.1285	0.08977	0.0653
1	26411285	0.66132	0.16864	0.03784	0.02603	0.02195
1	19311321	0.32534	0.20241	0.14994	0.08941	0.08038
1	34466522	0.42238	0.25921	0.13567	0.07442	0.01839
1	8978722	0.60218	0.22952	0.03875	0.02446	0.01804
1	8266411	0.80987	0.06247	0.04944	0.02157	0.00473
1	17006641	0.73107	0.10794	0.05493	0.03319	0.01564
1	11698473	0.40864	0.23987	0.14275	0.10034	0.03117
1	25002283	0.77246	0.09481	0.04785	0.01446	0.01438
1	35193135	0.46565	0.26493	0.12574	0.06698	0.01088
1	25854259	0.69351	0.2278	0.02293	0.01755	0.00331
1	17853150	0.60263	0.15007	0.0789	0.03753	0.0349
1	5330313	0.85581	0.06378	0.03016	0.01712	0.00548
1	40976380	0.56147	0.21512	0.12249	0.05773	0.00576
1	10649913	0.74429	0.21689	0.00356	0.00298	0.00279
1	590138	0.59495	0.19691	0.11897	0.04572	0.00723
1	35815739	0.67297	0.11745	0.07474	0.07085	0.01023
1	16711997	0.31831	0.17118	0.1363	0.09718	0.09174
1	31097150	0.73138	0.10496	0.0704	0.02367	0.01486
1	16613695	0.5466	0.12409	0.09776	0.05819	0.05041
1	39911744	0.83424	0.09574	0.01133	0.01097	0.00597
1	9956064	0.58308	0.20013	0.06956	0.05119	0.0412
1	7209284	0.40575	0.25724	0.21901	0.02737	0.02074
1	11239749	0.35401	0.23852	0.15705	0.08583	0.02844
1	42860870	0.58032	0.1878	0.07772	0.0603	0.03182
1	18481479	0.47885	0.12132	0.09495	0.07576	0.04878
1	33259848	0.49311	0.13545	0.09782	0.06476	0.05952
1	13795657	0.42373	0.2244	0.13439	0.07537	0.02465
1	7307594	0.43912	0.30709	0.18777	0.01484	0.01026
1	42106935	0.32268	0.14513	0.11968	0.10643	0.08757
1	17924429	0.64918	0.08823	0.08367	0.0582	0.04901
1	34588379	0.44933	0.1633	0.12632	0.10345	0.06226
1	33277296	0.42447	0.25987	0.14101	0.042	0.03679
1	6422866	0.39126	0.22441	0.10258	0.07485	0.04701
1	14647636	0.25509	0.17368	0.14956	0.12106	0.08244
1	32178517	0.61454	0.11401	0.08019	0.06251	0.04263
1	14319959	0.73568	0.09965	0.04174	0.03123	0.02245
1	23396696	0.71657	0.08545	0.06362	0.0374	0.02187
1	35750236	0.7443	0.14403	0.02643	0.01214	0.01101
1	12681567	0.38362	0.23177	0.15304	0.05687	0.04175
1	28901728	0.375	0.24495	0.17793	0.09519	0.01887
1	10355041	0.40311	0.35083	0.16351	0.01343	0.00722
1	27394402	0.50639	0.11886	0.1143	0.08615	0.04012
1	35225958	0.65111	0.1705	0.10466	0.01846	0.01154
1	5734759	0.46133	0.18908	0.08893	0.06146	0.0437
1	32375144	0.43805	0.31332	0.1365	0.02153	0.01641
1	12779881	0.4285	0.38035	0.0308	0.02872	0.02403
1	30904089	0.37317	0.26358	0.14024	0.05624	0.05345
1	5800302	0.4877	0.3423	0.06724	0.04775	0.03187
1	9601391	0.53791	0.23912	0.07803	0.03263	0.02284
1	38071016	0.80204	0.0796	0.03526	0.02643	0.00933
1	36536693	0.47328	0.3052	0.05834	0.03321	0.03018
1	19956086	0.66323	0.11895	0.0694	0.02948	0.02751
1	60137	0.64002	0.24796	0.04064	0.02744	0.00963
1	11436409	0.58213	0.16349	0.10524	0.05096	0.01556
1	11501946	0.38828	0.19201	0.1618	0.12149	0.04644
1	4653440	0.42025	0.22057	0.10536	0.07813	0.0394
1	38191168	0.76277	0.13846	0.03133	0.01511	0.01422
1	23691652	0.20359	0.17364	0.13112	0.09906	0.09502
1	164229	0.57388	0.14984	0.12033	0.04869	0.01897
1	6128006	0.34839	0.21922	0.1825	0.17507	0.02299
1	27851108	0.60374	0.19137	0.06102	0.03426	0.03272
1	35881356	0.83115	0.08379	0.03459	0.01528	0.00724
1	4391309	0.5185	0.33317	0.10772	0.01404	0.00516
1	18907534	0.43662	0.23113	0.16066	0.07041	0.0517
1	8585615	0.78171	0.1352	0.00941	0.00726	0.00688
1	36733329	0.72748	0.15872	0.06111	0.00912	0.00727
1	29332863	0.41848	0.1533	0.1195	0.10985	0.06629
1	17596822	0.6136	0.13804	0.07399	0.03491	0.0255
1	32751684	0.31338	0.23188	0.18566	0.14198	0.04241
1	27296154	0.47385	0.1355	0.08561	0.07154	0.03544
1	8913307	0.53977	0.36789	0.02561	0.01563	0.01247
1	12747167	0.40146	0.28433	0.09103	0.05627	0.04551
1	4784544	0.31014	0.19014	0.14152	0.13259	0.09751
1	30998945	0.74277	0.11061	0.05772	0.02436	0.01184
1	37716386	0.92391	0.02715	0.01388	0.0116	0.00742
1	29131172	0.52374	0.18396	0.11292	0.0556	0.0446
1	7569829	0.47173	0.37264	0.05103	0.02859	0.02362
1	34701735	0.65749	0.18042	0.06859	0.03722	0.00886
1	29065641	0.67668	0.14072	0.0587	0.03103	0.01751
1	38306218	0.78479	0.10381	0.03298	0.02588	0.02297
1	38914077	0.68347	0.13566	0.06669	0.02913	0.02568
1	23227122	0.45224	0.14453	0.10062	0.06379	0.03999
1	11600304	0.27264	0.26755	0.16536	0.06228	0.04806
1	22741426	0.31903	0.1773	0.17394	0.1451	0.07384
1	8323507	0.8859	0.01708	0.0128	0.01021	0.00843
1	32991988	0.44123	0.30606	0.09605	0.03736	0.02346
1	36837657	0.612	0.27475	0.05641	0.01235	0.00743
1	23626174	0.52553	0.18599	0.09875	0.04068	0.02812
1	43052734	0.69867	0.14121	0.05911	0.04056	0.02254
1	32757152	0.47594	0.19422	0.13396	0.09111	0.03254
1	2097606	0.77473	0.13703	0.02909	0.01275	0.00994
1	35576311	0.74303	0.11489	0.04163	0.03143	0.01461
1	32698558	0.4994	0.18284	0.11697	0.11244	0.031
1	360905	0.44022	0.24934	0.12171	0.06982	0.04073
1	10813904	0.85387	0.06394	0.02759	0.00977	0.00512
1	30775339	0.77688	0.09443	0.0407	0.01898	0.01577
1	27886034	0.45418	0.23023	0.1237	0.03673	0.0296
1	40401533	0.64982	0.23274	0.04484	0.01164	0.00805
1	15434197	0.37376	0.20063	0.1207	0.06785	0.05419
1	11993558	0.6978	0.12664	0.0492	0.03704	0.02829
1	34669018	0.38188	0.23485	0.12037	0.0698	0.04809
1	15565275	0.56859	0.12385	0.07555	0.03625	0.03563
1	40282874	0.86044	0.03426	0.03056	0.00977	0.00964
1	2163167	0.31879	0.21641	0.1843	0.07696	0.07016
1	17826273	0.70959	0.16336	0.03872	0.01618	0.01275
1	30081510	0.41741	0.32474	0.10304	0.05139	0.03412
1	10879466	0.4879	0.26544	0.14111	0.02479	0.01831
1	38887892	0.59832	0.15413	0.14225	0.0517	0.00662
1	10584557	0.60831	0.17488	0.09936	0.02106	0.01213
1	28125949	0.46963	0.26677	0.12255	0.10663	0.01365
1	9306609	0.62058	0.16567	0.10748	0.04506	0.02282
1	14451188	0.75459	0.08138	0.05713	0.04297	0.01301
1	19923448	0.56119	0.09714	0.04461	0.03092	0.0291
1	14418426	0.32316	0.15999	0.11846	0.08317	0.06962
1	4882941	0.67294	0.17542	0.04445	0.03546	0.03136
1	39584254	0.51579	0.27547	0.11739	0.0427	0.00643
1	28377601	0.42493	0.21566	0.09791	0.08196	0.07339
1	34210306	0.29254	0.17888	0.15118	0.10703	0.05352
1	17498628	0.68068	0.09856	0.05915	0.04513	0.02294
1	40574780	0.34487	0.3137	0.17443	0.06097	0.02089
1	35422729	0.61489	0.10738	0.06004	0.05707	0.03367
1	28738061	0.71294	0.11164	0.07588	0.03112	0.01643
1	16417298	0.80019	0.04602	0.03296	0.02226	0.01399
1	29649667	0.6711	0.24134	0.03243	0.01951	0.00446
1	14516756	0.3239	0.15049	0.12042	0.09223	0.06674
1	31200882	0.73426	0.08921	0.0527	0.03028	0.0195
1	40481927	0.41401	0.28876	0.14631	0.04114	0.02644
1	36766233	0.4035	0.1802	0.08858	0.07064	0.04447
1	9208346	0.36236	0.29347	0.08219	0.04188	0.03872
1	11141660	0.30735	0.20276	0.1644	0.10599	0.02984
1	6226462	0.35107	0.20552	0.11911	0.1097	0.07962
1	25330207	0.35206	0.21859	0.10388	0.08522	0.06579
1	10474928	0.56013	0.26729	0.11237	0.01397	0.00627
1	27791101	0.47624	0.23302	0.05617	0.03354	0.03354
1	3965476	0.45005	0.23067	0.18147	0.05932	0.01063
1	20316711	0.37831	0.18902	0.18504	0.08061	0.0439
1	34684861	0.42003	0.27219	0.16773	0.07288	0.03084
1	18055726	0.63575	0.11583	0.10124	0.02697	0.02261
1	3015215	0.40582	0.18953	0.13556	0.10358	0.02916
1	262708	0.31672	0.18725	0.11844	0.09223	0.07238
1	28279349	0.74983	0.22194	0.01539	0.00515	0.00514
1	35652150	0.63171	0.16525	0.10407	0.04324	0.00741
1	36268809	0.55181	0.19939	0.11154	0.07111	0.01461
1	6685240	0.56415	0.27119	0.05259	0.048	0.01333
1	26968635	0.6645	0.18519	0.04864	0.02404	0.01662
1	37028413	0.73132	0.15405	0.05597	0.0102	0.00917
1	33784382	0.6634	0.09645	0.07792	0.06253	0.02591
1	2949697	0.37288	0.29348	0.07983	0.05627	0.05256
1	3506754	0.46574	0.17297	0.11418	0.0926	0.06822
1	9011779	0.6546	0.26832	0.02572	0.01398	0.01204
1	21758532	0.56389	0.2378	0.0645	0.04529	0.03353
1	11633222	0.33516	0.25797	0.20494	0.1453	0.00703
1	11469383	0.29791	0.25706	0.21974	0.05921	0.02509
1	15991370	0.79975	0.05396	0.04391	0.029	0.01872
1	27755085	0.63183	0.28377	0.03314	0.01352	0.00619
1	43123280	0.63594	0.24061	0.05168	0.03482	0.01093
1	28426339	0.30315	0.23607	0.12938	0.12317	0.05774
1	20283988	0.93961	0.02145	0.00755	0.00521	0.00448
1	32244309	0.41767	0.25267	0.1986	0.06766	0.01887
1	22708828	0.41348	0.27967	0.11978	0.04313	0.04019
1	31556191	0.6606	0.09724	0.08176	0.0521	0.04495
1	32080480	0.66139	0.11655	0.08274	0.0647	0.02119
1	29208481	0.46862	0.13904	0.1096	0.07394	0.03313
1	27165282	0.34048	0.22969	0.21249	0.09341	0.0264
1	4227683	0.4397	0.20603	0.13909	0.1185	0.02578
1	27034212	0.626	0.21499	0.0651	0.04864	0.00563
1	14811755	0.71127	0.09015	0.07319	0.03013	0.02306
1	11829868	0.5505	0.15113	0.12629	0.05104	0.03496
1	131693	0.60582	0.22374	0.03207	0.02377	0.0125
1	17367662	0.53904	0.14069	0.08696	0.04599	0.04354
1	22774384	0.46693	0.21534	0.1207	0.06189	0.03743
1	39698536	0.4423	0.32378	0.10668	0.0355	0.02688
1	42748311	0.57727	0.18748	0.11932	0.02403	0.01379
1	28770934	0.38493	0.23794	0.19185	0.09045	0.02314
1	28574327	0.45165	0.16809	0.10249	0.08512	0.07894
1	328315	0.51924	0.26906	0.09139	0.02099	0.02021
1	38106247	0.53733	0.28876	0.10229	0.02353	0.01412
1	41134870	0.33311	0.23786	0.18696	0.06404	0.06027
1	28115590	0.49064	0.35547	0.05957	0.04001	0.00961
1	42441851	0.38743	0.16309	0.1133	0.08809	0.06634
1	1901192	0.60144	0.24148	0.04949	0.03915	0.02642
1	7897738	0.53815	0.332	0.04271	0.01508	0.01471
1	8946315	0.5479	0.33304	0.03543	0.02394	0.01569
1	6259340	0.2972	0.19616	0.1555	0.10074	0.08862
1	31425171	0.67391	0.18704	0.06117	0.03194	0.01957
1	33817236	0.892	0.07593	0.01136	0.00799	0.00477
1	1049237	0.56544	0.19325	0.0938	0.03938	0.02441
1	32277144	0.58868	0.18893	0.16166	0.01179	0.00916
1	6947481	0.48445	0.26725	0.11747	0.03104	0.01867
1	38292141	0.5928	0.28826	0.03125	0.01325	0.01013
1	6581019	0.49494	0.19808	0.08415	0.07067	0.05816
1	31785637	0.35699	0.17924	0.13708	0.12446	0.07807
1	34188401	0.61889	0.20502	0.05836	0.02247	0.02089
1	230056	0.49566	0.18246	0.09331	0.03696	0.03325
1	20480682	0.42414	0.1938	0.13952	0.05362	0.03819
1	3605163	0.30653	0.28838	0.18262	0.07606	0.0296
1	24543916	0.55845	0.21102	0.13832	0.02924	0.02248
1	6390445	0.28832	0.22369	0.19539	0.0984	0.06762
1	41928878	0.37082	0.22457	0.18121	0.07927	0.04824
1	37126833	0.6698	0.17464	0.05535	0.03042	0.0254
1	5702322	0.43995	0.22919	0.12428	0.09612	0.03167
1	23954099	0.20636	0.17336	0.13276	0.08875	0.076
1	29822790	0.4295	0.18238	0.1271	0.08265	0.05826
1	16608030	0.76659	0.07653	0.04547	0.0351	0.01615
1	5112502	0.65068	0.17525	0.11843	0.01726	0.00728
1	197303	0.69671	0.11596	0.0676	0.03384	0.02034
1	32388026	0.53937	0.13886	0.11464	0.04725	0.03518
1	43188921	0.58278	0.19706	0.09624	0.05484	0.03933
1	8192701	0.87461	0.03485	0.02861	0.01828	0.01293
1	14090942	0.43162	0.20854	0.12535	0.08222	0.04005
1	22119103	0.37743	0.24828	0.14161	0.08502	0.04155
1	19432128	0.36803	0.20924	0.07093	0.05976	0.04906
1	33030849	0.67245	0.14464	0.0727	0.02292	0.0136
1	32822731	0.66583	0.23759	0.05785	0.01389	0.0075
1	26655240	0.49782	0.20764	0.09475	0.07645	0.07396
1	18164513	0.52737	0.17944	0.09835	0.06669	0.04558
1	25690825	0.5117	0.27238	0.06274	0.05679	0.03882
1	28246731	0.54037	0.22978	0.12548	0.02637	0.01832
1	34155298	0.55988	0.21267	0.08019	0.04693	0.02179
1	6456016	0.37232	0.28353	0.11282	0.08161	0.06063
1	34767569	0.37756	0.24481	0.11351	0.10629	0.05733
1	32431683	0.66416	0.20777	0.06304	0.01822	0.00621
1	37850406	0.50948	0.23144	0.19736	0.0256	0.00621
1	426709	0.76392	0.09075	0.05258	0.02399	0.01465
1	32834262	0.55015	0.27012	0.05081	0.02956	0.02441
1	21725915	0.5174	0.28671	0.09265	0.03658	0.02034
1	459484	0.38287	0.27299	0.11946	0.06742	0.03482
1	33915614	0.34291	0.21993	0.14717	0.11394	0.06709
1	34472672	0.43406	0.19235	0.15563	0.0962	0.05131
1	6062817	0.70312	0.16512	0.0557	0.03632	0.00654
1	26444514	0.48108	0.2597	0.05265	0.04458	0.03563
1	38601444	0.36961	0.261	0.14627	0.08351	0.05384
1	25789157	0.66505	0.15433	0.07181	0.02751	0.02083
1	42047813	0.33273	0.16831	0.08721	0.0704	0.05917
1	22577895	0.88352	0.05215	0.02529	0.00841	0.00537
1	18776808	0.67002	0.11393	0.0926	0.02479	0.02323
1	7111402	0.7809	0.12185	0.04204	0.01146	0.00897
1	40151847	0.83711	0.02898	0.02572	0.02433	0.02418
1	16285821	0.33313	0.21434	0.15789	0.08894	0.0496
1	29328113	0.31434	0.19718	0.16287	0.10575	0.07737
1	22986878	0.45638	0.25587	0.18929	0.02607	0.02014
1	5243638	0.7278	0.14509	0.06594	0.01636	0.00485
1	38677289	0.90661	0.03219	0.02277	0.00663	0.00387
1	5669624	0.34191	0.25564	0.13485	0.10632	0.03812
1	27919099	0.59861	0.18175	0.14586	0.02287	0.01766
1	19104509	0.27983	0.21612	0.14456	0.10232	0.05513
1	23757566	0.36748	0.21045	0.1358	0.07989	0.05901
1	13271809	0.454	0.24877	0.12688	0.04681	0.02686
1	30219964	0.72796	0.13896	0.07544	0.01689	0.01191
1	22446853	0.5107	0.34035	0.06024	0.02633	0.00922
1	5571335	0.53155	0.13834	0.07572	0.06915	0.05307
1	34194951	0.42006	0.17119	0.08849	0.06722	0.04399
1	12518154	0.44073	0.21578	0.11733	0.05898	0.03641
1	23298827	0.37028	0.15929	0.1247	0.1073	0.10259
1	1835788	0.50716	0.24681	0.12471	0.03461	0.02205
1	27853581	0.67501	0.12734	0.05835	0.04671	0.02282
1	41070965	0.56969	0.16833	0.06413	0.04873	0.02684
1	38403440	0.46221	0.19976	0.13677	0.06559	0.03405
1	8487700	0.93518	0.01577	0.00555	0.00443	0.00369
1	1704725	0.3818	0.19805	0.14411	0.07218	0.04823
1	40272664	0.91338	0.04277	0.01122	0.00408	0.00373
1	17171225	0.78682	0.07308	0.03156	0.02591	0.018
1	9906991	0.67881	0.10543	0.07853	0.05957	0.00974
1	7176989	0.38921	0.29728	0.13736	0.05727	0.03266
1	33686302	0.46479	0.29506	0.10248	0.05409	0.03452
1	10453792	0.79997	0.09485	0.05793	0.00617	0.00507
1	3107632	0.43403	0.25708	0.16755	0.045	0.02126
1	16286234	0.49108	0.15139	0.14829	0.08022	0.02212
1	7591387	0.54816	0.27068	0.07631	0.03436	0.01837
1	39715620	0.44679	0.28599	0.11555	0.05899	0.03289
1	37585704	0.48566	0.32571	0.13714	0.00946	0.00815
1	20710186	0.79846	0.08069	0.03522	0.02309	0.01029
1	10158891	0.55271	0.28226	0.0899	0.01621	0.00628
1	13566765	0.26075	0.19172	0.18633	0.09711	0.06301
1	34903517	0.43508	0.20127	0.0915	0.08294	0.02646
1	13894450	0.57741	0.24559	0.04481	0.03657	0.03069
1	1201630	0.6397	0.11943	0.07169	0.05293	0.02927
1	22807350	0.38649	0.25971	0.1875	0.04938	0.03365
1	28934968	0.56341	0.21482	0.07284	0.054	0.0265
1	23593787	0.29208	0.21885	0.11876	0.09	0.07692
1	26588685	0.64558	0.13368	0.10257	0.02375	0.01841
1	9676169	0.42504	0.39939	0.08301	0.02475	0.01162
1	5931842	0.43229	0.16409	0.15282	0.09714	0.08854
1	23167115	0.32817	0.18282	0.12617	0.09655	0.08397
1	5407556	0.53298	0.22322	0.08542	0.0712	0.02439
1	40371013	0.69651	0.16615	0.02902	0.02761	0.01367
1	34407239	0.83996	0.0865	0.03458	0.00859	0.00611
1	40960840	0.42818	0.34706	0.09632	0.0503	0.01149
1	24739980	0.46116	0.15817	0.11826	0.05791	0.03089
1	8094543	0.53244	0.17524	0.07454	0.03502	0.0349
1	34177874	0.44436	0.2698	0.09685	0.0731	0.04503
1	37094227	0.87368	0.08686	0.00943	0.00428	0.00383
1	5374805	0.62467	0.20665	0.07936	0.03425	0.00983
1	15336278	0.5673	0.17782	0.12852	0.02525	0.02336
1	5958457	0.38758	0.19198	0.15714	0.11628	0.08406
1	25592671	0.91744	0.03579	0.00785	0.00563	0.00441
1	37159776	0.70695	0.15888	0.07584	0.01019	0.00847
1	41223009	0.68209	0.29317	0.00669	0.00402	0.00402
1	37782371	0.42059	0.28689	0.10609	0.04681	0.02963
1	34866022	0.29698	0.24523	0.11655	0.10055	0.08575
1	38929255	0.6913	0.18581	0.05396	0.02444	0.00672
