	ID	NAME	COUNTRY	REGION	sNMF_K3	Jap_K4	K9_cluster	Initial_subpop	genoIndex	code	label
160	IRIS_313-11617	UPRH_33	India	As2a	5	1	cA_(Aus)	aus	2451	5	aus
161	IRIS_313-11626	GUDURA	Nepal	As2b	5	1	cB_(Bas)	aro	2460	5	aro
162	IRIS_313-11643	NCS_603_B	India	As2a	5	1	XI-1B	ind1B	2473	5	ind1B
163	IRIS_313-11644	NCS_745	India	As2a	5	1	XI-2	ind2	2474	5	ind2
164	IRIS_313-11671	DERAWA	Nepal	As2b	5	1	XI-2	ind2	2498	5	ind2
165	IRIS_313-11690	KOCHUM	Bhutan	As2d	5	1	admix	admix	2516	5	admix
166	IRIS_313-11737	CHUNDI	India	As2a	5	1	cA_(Aus)	aus	2556	5	aus
167	IRIS_313-12052	ADUKKAN	India	As2a	5	1	XI-adm	indx	2838	5	indx
168	IRIS_313-12183	SETYA	Nepal	As2b	5	1	cA_(Aus)	aus	2899	5	aus
169	B010	MALAIHONG	Malaysia	As4	0	1	XI-1A	ind1A	8	0	ind1A
170	B026	PADI_LADANG_ASE_POLO_KOMEK	Indonesia	As5	0	1	XI-adm	indx	23	0	indx
171	B029	DUMAI	India	As2a	0	1	XI-1B	ind1B	26	0	ind1B
172	B059	NANJING_11	China	As6	0	1	XI-1A	ind1A	53	0	ind1A
173	B061	GUANGLUAI_4	China	As6	0	1	XI-1A	ind1A	55	0	ind1A
174	B064	XIANGZAOXIAN_7	China	As6	0	1	XI-adm	indx	58	0	indx
175	B073	JINXIBAI2	China	As6	0	1	XI-adm	indx	67	0	indx
176	B074	TAISHANNUO	China	As6	0	1	XI-1A	ind1A	68	0	ind1A
177	B076	MINBEIWANXIAN	China	As6	0	1	XI-adm	indx	70	0	indx
178	B079	ESINIU	China	As6	0	1	XI-1A	ind1A	72	0	ind1A
179	B081	HEIDU_4	China	As6	0	1	XI-1A	ind1A	73	0	ind1A
180	B089	QITOUBAIGU3	China	As6	0	1	XI-adm	indx	81	0	indx
181	B090	ZIMI	China	As6	0	1	XI-adm	indx	82	0	indx
182	B091	XIAOHONGGU	China	As6	0	1	XI-adm	indx	83	0	indx
183	B092	GONGJU_73	China	As6	0	1	XI-1A	ind1A	84	0	ind1A
184	B094	ZINUO	China	As6	0	1	XI-1A	ind1A	86	0	ind1A
185	B095	MOWANGGUNEIZA	China	As6	0	1	XI-adm	indx	87	0	indx
186	B096	JINZHINUO4	China	As6	0	1	XI-adm	indx	88	0	indx
187	B097	JIIENUO	China	As6	0	1	XI-adm	indx	89	0	indx
188	B105	BAOXUAN_21_A	China	As6	0	1	XI-adm	indx	95	0	indx
189	B107	DAWANNUO	China	As6	0	1	XI-adm	indx	97	0	indx
190	B113	CHENWAN_3	China	As6	0	1	XI-adm	indx	103	0	indx
191	B115	AIMAKANG	China	As6	0	1	XI-1A	ind1A	105	0	ind1A
192	B116	SHUFENG_101	China	As6	0	1	XI-adm	indx	106	0	indx
193	B121	LUKE_3	China	As6	0	1	XI-1A	ind1A	111	0	ind1A
194	B123	ZAOSHUXIANGHEIMI	China	As6	0	1	XI-adm	indx	113	0	indx
195	B125	XIANGWANXIAN_3	China	As6	0	1	XI-adm	indx	115	0	indx
196	B129	HONGAINUO	China	As6	0	1	XI-adm	indx	119	0	indx
197	B130	WANLIXIAN	China	As6	0	1	XI-1A	ind1A	120	0	ind1A
198	B131	AIZIZHAN	China	As6	0	1	XI-adm	indx	121	0	indx
199	B140	PEI_C122	China	As6	0	1	XI-1A	ind1A	130	0	ind1A
200	B149	HAOXIANG	China	As6	0	1	XI-1A	ind1A	139	0	ind1A
201	B150	L_301B	China	As6	0	1	XI-1A	ind1A	140	0	ind1A
202	B157	88B	China	As6	0	1	XI-1A	ind1A	147	0	ind1A
203	B163	LIUSHIZAO	China	As6	0	1	XI-1A	ind1A	153	0	ind1A
204	B197	TAIZHONGXIANXUAN_2	China	As6	0	1	XI-1A	ind1A	181	0	ind1A
205	B208	LUCAIHAO	China	As6	0	1	XI-1A	ind1A	191	0	ind1A
206	B210	NANXIONGZAOYOUZHAN	China	As6	0	1	XI-1A	ind1A	192	0	ind1A
207	B214	XUANENCHANGTANQINGZHAN	China	As6	0	1	XI-1B	ind1B	195	0	ind1B
208	B216	HANMADAO4	China	As6	0	1	XI-1A	ind1A	197	0	ind1A
209	B217	HONGGU	China	As6	0	1	XI-1B	ind1B	198	0	ind1B
210	B222	BEIZINUO	China	As6	0	1	XI-1A	ind1A	202	0	ind1A
211	B229	MENJIADING_2	China	As6	0	1	XI-adm	indx	209	0	indx
212	B247	JINNANTE_B	China	As6	0	1	XI-adm	indx	226	0	indx
213	B249	CHAOYANGYIHAO_B	China	As6	0	1	XI-1A	ind1A	228	0	ind1A
214	B252	XIANGAI_B	China	As6	0	1	XI-adm	indx	230	0	indx
215	B253	JIANGNONGZAO_1_B	China	As6	0	1	XI-adm	indx	231	0	indx
216	B254	JINGHU3_B	China	As6	0	1	XI-adm	indx	232	0	indx
217	B259	LEIHUOZHAN	China	As6	0	1	XI-1A	ind1A	235	0	ind1A
218	B261	MEIHUANUO	China	As6	0	1	XI-1A	ind1A	237	0	ind1A
219	B264	SANBAILI	China	As6	0	1	XI-1A	ind1A	239	0	ind1A
220	B265	WUKEZHAN	China	As6	0	1	XI-adm	indx	240	0	indx
221	CX60	BASMATI	India	As2a	0	1	XI-1B	ind1B	297	0	ind1B
222	CX114	GUANG_LU_AI_4	China	As6	0	1	XI-1A	ind1A	347	0	ind1A
223	CX141	PADI_SIAM_KUNING	Malaysia	As4	0	1	XI-3	ind3	370	0	ind3
224	CX148	SRI_RAJA	Malaysia	As4	0	1	XI-3	ind3	377	0	ind3
225	CX150	CHOROFA	Philippines	As5	0	1	XI-1B	ind1B	379	0	ind1B
226	CX154	KHAO_DAWK_MALI_105	Thailand	As4	0	1	XI-3	ind3	383	0	ind3
227	CX158	SHWE_WAR_TUN	Vietnam	As4	0	1	XI-3	ind3	387	0	ind3
228	CX162	TN1	Taiwan	As6	0	1	XI-1A	ind1A	390	0	ind1A
229	CX270	TAICHUNGNATIVE1	Taiwan	As6	0	1	XI-1A	ind1A	434	0	ind1A
230	CX403	IR64A	Philippines	As5	0	1	XI-1B	ind1B	529	0	ind1B
231	IRIS_313-7736	NONA_BOKRA	India	As2a	0	1	XI-2	ind2	584	0	ind2
232	IRIS_313-8253	KHAO_DAWK_MALI_105	Thailand	As4	0	1	XI-3	ind3	754	0	ind3
233	IRIS_313-8305	URAIBOOL	India	As2a	0	1	XI-2	ind2	768	0	ind2
234	IRIS_313-8312	BATU	Malaysia	As4	0	1	XI-3	ind3	770	0	ind3
235	IRIS_313-8315	ARC_11867	India	As2e	0	1	XI-adm	indx	772	0	indx
236	IRIS_313-8332	ARC_15091	India	As2e	0	1	XI-adm	indx	778	0	indx
237	IRIS_313-8349	LATA_MONA	Bangladesh	As2c	0	1	XI-2	ind2	782	0	ind2
238	IRIS_313-8386	ARC_10812	India	As2e	0	1	XI-adm	indx	790	0	indx
239	IRIS_313-8401	ARC_13530	India	As2e	0	1	XI-adm	indx	798	0	indx
240	IRIS_313-8407	NACHIN_ER_12	Malaysia	As4	0	1	XI-3	ind3	800	0	ind3
241	IRIS_313-8414	ARC_18202	India	As2e	0	1	XI-adm	indx	804	0	indx
242	IRIS_313-8453	ARC_18597	India	As2e	0	1	XI-adm	indx	814	0	indx
243	IRIS_313-8454	LAI_YIP_ZIM	Taiwan	As6	0	1	XI-1A	ind1A	815	0	ind1A
244	IRIS_313-8458	ARC_18175	India	As2e	0	1	XI-adm	indx	817	0	indx
245	IRIS_313-8485	NAM_SA_GUI_19	Thailand	As4	0	1	XI-3	ind3	822	0	ind3
246	IRIS_313-8493	MELABOH	Indonesia	As5	0	1	XI-3	ind3	825	0	ind3
247	IRIS_313-8530	DHANE_BURWA	India	As2a	0	1	XI-2	ind2	832	0	ind2
248	IRIS_313-8557	SERENDAH_SUNGAI_DUA_25	Malaysia	As4	0	1	XI-3	ind3	835	0	ind3
249	IRIS_313-8568	LARHA_MUGAD	India	As2a	0	1	XI-2	ind2	839	0	ind2
250	IRIS_313-8585	ARC_11901	India	As2e	0	1	XI-adm	indx	844	0	indx
251	IRIS_313-8586	PLI_KHAO	Thailand	As4	0	1	XI-3	ind3	845	0	ind3
252	IRIS_313-8603	ARC_12884	India	As2e	0	1	XI-adm	indx	850	0	indx
253	IRIS_313-8621	ARC_11663	India	As2e	0	1	XI-1B	ind1B	855	0	ind1B
254	IRIS_313-8660	KOTTEYARAN	SriLanka	As2	0	1	XI-2	ind2	872	0	ind2
255	IRIS_313-8725	PULUT_BARAYA	Indonesia	As5	0	1	XI-3	ind3	894	0	ind3
256	IRIS_313-8844	ARC_14060	India	As2e	0	1	XI-2	ind2	932	0	ind2
257	IRIS_313-8900	ARC_14654	India	As2e	0	1	XI-2	ind2	952	0	ind2
258	IRIS_313-8924	KUTTA	India	As2a	0	1	XI-2	ind2	960	0	ind2
259	IRIS_313-8925	KURULUTUDU	SriLanka	As2	0	1	XI-2	ind2	961	0	ind2
260	IRIS_313-8930	MUKKALA_BAZAL	Bangladesh	As2c	0	1	XI-1B	ind1B	963	0	ind1B
261	IRIS_313-8935	ARC_18061	India	As2e	0	1	XI-adm	indx	965	0	indx
262	IRIS_313-8940	FU_ZAO_XIAN	China	As6	0	1	XI-1A	ind1A	966	0	ind1A
263	IRIS_313-8946	ARC_11524	India	As2e	0	1	XI-adm	indx	967	0	indx
264	IRIS_313-8948	BUCAYAB	Philippines	As5	0	1	XI-3	ind3	968	0	ind3
265	IRIS_313-8967	ARC_12576	India	As2e	0	1	XI-adm	indx	974	0	indx
266	IRIS_313-8982	ARC_18112	India	As2e	0	1	XI-adm	indx	979	0	indx
267	IRIS_313-8985	KHAO'_HAWM	Thailand	As4	0	1	XI-3	ind3	980	0	ind3
268	IRIS_313-8988	BANIKAT	India	As2a	0	1	XI-2	ind2	983	0	ind2
269	IRIS_313-8994	ARC_14064	India	As2e	0	1	XI-adm	indx	984	0	indx
270	IRIS_313-9020	LEUANG_CHAIYAPHUM	Thailand	As4	0	1	XI-3	ind3	993	0	ind3
271	IRIS_313-9039	MUTTU_SAMBA	SriLanka	As2	0	1	XI-2	ind2	996	0	ind2
272	IRIS_313-9067	BHOJON_KOLPO	Bangladesh	As2c	0	1	XI-2	ind2	1006	0	ind2
273	IRIS_313-9108	RAYADA	Bangladesh	As2c	0	1	XI-adm	indx	1016	0	indx
274	IRIS_313-9117	BAJAR_KUNING_PAHIT	Indonesia	As5	0	1	XI-3	ind3	1022	0	ind3
275	IRIS_313-9121	KHAO_LEUANG_RAI	Thailand	As4	0	1	XI-2	ind2	1025	0	ind2
276	IRIS_313-9182	KHAO_MON	Myanmar	As3	0	1	XI-adm	indx	1039	0	indx
277	IRIS_313-9262	JHODI_BIRUN	Bangladesh	As2c	0	1	XI-2	ind2	1065	0	ind2
278	IRIS_313-9317	VEN_THAP	Vietnam	As4	0	1	XI-adm	indx	1082	0	indx
279	IRIS_313-9320	SIPULUT_HITAM_PENDEK	Indonesia	As5	0	1	XI-3	ind3	1083	0	ind3
280	IRIS_313-9324	CHIH_SHEN_LI	China	As6	0	1	XI-1A	ind1A	1084	0	ind1A
281	IRIS_313-9325	SADA_RUPA	Bangladesh	As2c	0	1	XI-1B	ind1B	1085	0	ind1B
282	IRIS_313-9384	BARIK_KUDI	India	As2a	0	1	XI-2	ind2	1100	0	ind2
283	IRIS_313-9406	LEUANG_SAWED	Thailand	As4	0	1	XI-3	ind3	1111	0	ind3
284	IRIS_313-9409	GUMPANGAR	Malaysia	As4	0	1	XI-3	ind3	1112	0	ind3
285	IRIS_313-9424	ARC_5840	India	As2e	0	1	XI-adm	indx	1117	0	indx
286	IRIS_313-9427	ARC_18092	India	As2e	0	1	XI-adm	indx	1118	0	indx
287	IRIS_313-9469	TSAO_SHENG_LI_1	China	As6	0	1	XI-1A	ind1A	1130	0	ind1A
